scenario_id,step,F_lateral_kN,M_base_kNm,N_cycles,freq_Hz
151,26,2443.33,28629.6,5540,0.284
151,27,2521.28,29543.0,5753,0.284
151,28,2628.2,30795.8,5966,0.284
151,29,2735.09,32048.3,6179,0.284
152,0,8.84,50.8,0,0.135
152,1,40.23,231.2,185,0.135
152,2,100.39,577.0,370,0.135
152,3,135.71,780.0,555,0.135
152,4,212.91,1223.7,740,0.135
152,5,357.02,2052.0,925,0.135
152,6,334.03,1919.8,1110,0.135
152,7,381.63,2193.4,1295,0.135
152,8,486.66,2797.0,1480,0.135
152,9,533.38,3065.6,1665,0.135
152,10,590.46,3393.6,1850,0.135
152,11,698.23,4013.0,2035,0.135
152,12,732.06,4207.5,2220,0.135
152,13,759.32,4364.2,2405,0.135
152,14,822.12,4725.1,2590,0.135
152,15,879.41,5054.4,2775,0.135
152,16,980.36,5634.6,2961,0.135
152,17,1004.51,5773.4,3146,0.135
152,18,1019.59,5860.0,3331,0.135
152,19,1131.57,6503.6,3516,0.135
152,20,1146.54,6589.7,3701,0.135
152,21,1317.81,7574.0,3886,0.135
152,22,1282.94,7373.7,4071,0.135
152,23,1366.69,7855.0,4256,0.135
152,24,1438.92,8270.2,4441,0.135
152,25,1482.15,8518.6,4626,0.135
152,26,1541.74,8861.1,4811,0.135
152,27,1622.73,9326.6,4996,0.135
152,28,1715.49,9859.7,5181,0.135
152,29,1752.37,10071.7,5366,0.135
153,0,44.36,426.1,0,0.342
153,1,133.06,1278.3,35,0.342
153,2,338.43,3251.3,70,0.342
153,3,498.02,4784.4,104,0.342
153,4,668.35,6420.8,139,0.342
153,5,863.56,8296.1,174,0.342
153,6,980.11,9415.8,209,0.342
153,7,1139.02,10942.4,244,0.342
153,8,1331.66,12793.1,278,0.342
153,9,1426.75,13706.6,313,0.342
153,10,1637.45,15730.7,348,0.342
153,11,1804.98,17340.2,383,0.342
153,12,1945.85,18693.5,418,0.342
153,13,2169.63,20843.3,452,0.342
153,14,2270.51,21812.4,487,0.342
153,15,2462.75,23659.3,522,0.342
153,16,2640.08,25362.8,557,0.342
153,17,2836.34,27248.3,592,0.342
153,18,2959.88,28435.1,626,0.342
153,19,3152.74,30287.9,661,0.342
153,20,3310.12,31799.9,696,0.342
153,21,3457.27,33213.4,731,0.342
153,22,3585.33,34443.7,766,0.342
153,23,3739.43,35924.2,800,0.342
153,24,3950.12,37948.2,835,0.342
153,25,4095.1,39341.0,870,0.342
153,26,4303.42,41342.3,905,0.342
153,27,4462.67,42872.2,940,0.342
153,28,4599.21,44183.9,975,0.342
153,29,4734.47,45483.4,1009,0.342
154,0,15.32,213.1,0,0.305
154,1,108.09,1503.4,155,0.305
154,2,254.51,3539.7,311,0.305
154,3,386.51,5375.6,466,0.305
154,4,550.37,7654.6,621,0.305
154,5,728.26,10128.8,777,0.305
154,6,831.63,11566.5,932,0.305
154,7,957.11,13311.8,1088,0.305
154,8,1063.27,14788.2,1243,0.305
154,9,1264.23,17583.3,1398,0.305
154,10,1362.89,18955.4,1554,0.305
154,11,1528.46,21258.1,1709,0.305
154,12,1652.93,22989.4,1864,0.305
154,13,1827.34,25415.0,2020,0.305
154,14,1936.1,26927.8,2175,0.305
154,15,2077.68,28896.9,2331,0.305
154,16,2232.65,31052.3,2486,0.305
154,17,2419.92,33656.8,2641,0.305
154,18,2522.0,35076.5,2797,0.305
154,19,2631.31,36596.9,2952,0.305
154,20,2772.7,38563.4,3107,0.305
154,21,2895.49,40271.1,3263,0.305
154,22,3021.36,42021.8,3418,0.305
154,23,3171.91,44115.7,3573,0.305
154,24,3303.96,45952.2,3729,0.305
154,25,3485.35,48475.1,3884,0.305
154,26,3572.25,49683.7,4040,0.305
154,27,3783.01,52615.0,4195,0.305
154,28,3904.2,54300.6,4350,0.305
154,29,4020.89,55923.5,4506,0.305
155,0,0.01,0.1,0,0.151
155,1,46.46,276.2,345,0.151
155,2,134.45,799.3,689,0.151
155,3,222.17,1320.7,1034,0.151
155,4,231.61,1376.8,1379,0.151
155,5,269.88,1604.3,1723,0.151
155,6,400.15,2378.7,2068,0.151
155,7,451.96,2686.7,2413,0.151
155,8,471.8,2804.7,2757,0.151
155,9,546.58,3249.2,3102,0.151
155,10,605.98,3602.4,3447,0.151
155,11,673.2,4001.9,3791,0.151
155,12,748.4,4449.0,4136,0.151
155,13,813.29,4834.7,4481,0.151
155,14,864.94,5141.7,4825,0.151
155,15,924.89,5498.1,5170,0.151
155,16,1003.95,5968.1,5515,0.151
155,17,1079.02,6414.4,5859,0.151
155,18,1127.68,6703.6,6204,0.151
155,19,1235.1,7342.2,6549,0.151
155,20,1278.76,7601.7,6893,0.151
155,21,1278.97,7603.0,7238,0.151
155,22,1405.58,8355.6,7582,0.151
155,23,1471.21,8745.8,7927,0.151
155,24,1503.18,8935.8,8272,0.151
155,25,1534.54,9122.3,8616,0.151
155,26,1642.81,9765.9,8961,0.151
155,27,1705.52,10138.6,9306,0.151
155,28,1735.27,10315.5,9650,0.151
155,29,1788.56,10632.3,9995,0.151
156,0,0.0,0.0,0,0.147
156,1,74.07,1102.8,289,0.147
156,2,149.61,2227.5,577,0.147
156,3,240.69,3583.6,866,0.147
156,4,291.17,4335.2,1154,0.147
156,5,392.27,5840.5,1443,0.147
156,6,502.38,7479.8,1731,0.147
156,7,556.95,8292.2,2020,0.147
156,8,598.35,8908.7,2309,0.147
156,9,715.39,10651.3,2597,0.147
156,10,778.53,11591.4,2886,0.147
156,11,899.71,13395.6,3174,0.147
156,12,982.33,14625.6,3463,0.147
156,13,1004.06,14949.2,3752,0.147
156,14,1157.66,17236.1,4040,0.147
156,15,1182.59,17607.3,4329,0.147
156,16,1343.79,20007.4,4617,0.147
156,17,1376.62,20496.1,4906,0.147
156,18,1421.75,21168.1,5194,0.147
156,19,1505.95,22421.7,5483,0.147
156,20,1631.71,24294.2,5772,0.147
156,21,1690.6,25170.9,6060,0.147
156,22,1780.5,26509.4,6349,0.147
156,23,1912.85,28479.9,6637,0.147
156,24,1924.55,28654.1,6926,0.147
156,25,2028.39,30200.2,7214,0.147
156,26,2150.25,32014.5,7503,0.147
156,27,2196.83,32708.1,7792,0.147
156,28,2221.58,33076.6,8080,0.147
156,29,2366.0,35226.9,8369,0.147
157,0,0.0,0.0,0,0.131
157,1,188.37,2729.6,308,0.131
157,2,267.64,3878.3,617,0.131
157,3,527.57,7644.9,925,0.131
157,4,628.67,9109.9,1234,0.131
157,5,706.91,10243.6,1542,0.131
157,6,877.57,12716.6,1851,0.131
157,7,1045.74,15153.5,2159,0.131
157,8,1192.81,17284.6,2468,0.131
157,9,1328.73,19254.2,2776,0.131
157,10,1499.18,21724.2,3085,0.131
157,11,1604.09,23244.4,3393,0.131
157,12,1742.94,25256.4,3701,0.131
157,13,1889.7,27383.1,4010,0.131
157,14,2072.02,30025.0,4318,0.131
157,15,2203.38,31928.6,4627,0.131
157,16,2347.33,34014.4,4935,0.131
157,17,2508.61,36351.5,5244,0.131
157,18,2569.38,37232.2,5552,0.131
157,19,2786.38,40376.6,5861,0.131
157,20,2929.8,42454.8,6169,0.131
157,21,3119.47,45203.2,6478,0.131
157,22,3169.71,45931.2,6786,0.131
157,23,3408.44,49390.7,7095,0.131
157,24,3510.15,50864.5,7403,0.131
157,25,3668.72,53162.3,7711,0.131
157,26,3850.49,55796.3,8020,0.131
157,27,3963.2,57429.5,8328,0.131
157,28,4104.55,59477.7,8637,0.131
157,29,4245.97,61527.0,8945,0.131
158,0,0.0,0.0,0,0.135
158,1,129.58,749.3,284,0.135
158,2,239.41,1384.5,569,0.135
158,3,389.98,2255.1,853,0.135
158,4,451.68,2611.9,1138,0.135
158,5,665.06,3845.9,1422,0.135
158,6,778.98,4504.6,1707,0.135
158,7,902.98,5221.7,1991,0.135
158,8,1050.1,6072.5,2276,0.135
158,9,1130.94,6539.9,2560,0.135
158,10,1362.26,7877.6,2845,0.135
158,11,1431.74,8279.4,3129,0.135
158,12,1560.88,9026.2,3414,0.135
158,13,1666.74,9638.3,3698,0.135
158,14,1826.85,10564.2,3983,0.135
158,15,1998.18,11555.0,4267,0.135
158,16,2118.09,12248.4,4552,0.135
158,17,2243.08,12971.2,4836,0.135
158,18,2364.28,13672.0,5121,0.135
158,19,2467.57,14269.3,5405,0.135
158,20,2565.26,14834.3,5690,0.135
158,21,2733.17,15805.2,5974,0.135
158,22,2862.57,16553.5,6259,0.135
158,23,3031.54,17530.6,6543,0.135
158,24,3139.8,18156.7,6828,0.135
158,25,3309.33,19137.0,7112,0.135
158,26,3427.32,19819.3,7396,0.135
158,27,3508.14,20286.7,7681,0.135
158,28,3598.42,20808.7,7965,0.135
158,29,3824.28,22114.8,8250,0.135
159,0,40.78,584.6,0,0.287
159,1,99.12,1420.8,39,0.287
159,2,325.49,4665.7,77,0.287
159,3,431.79,6189.3,116,0.287
159,4,565.25,8102.4,154,0.287
159,5,748.98,10736.0,193,0.287
159,6,880.99,12628.2,232,0.287
159,7,1000.3,14338.4,270,0.287
159,8,1135.06,16270.1,309,0.287
159,9,1279.47,18340.0,348,0.287
159,10,1389.08,19911.3,386,0.287
159,11,1539.54,22067.9,425,0.287
159,12,1654.23,23711.9,463,0.287
159,13,1811.42,25965.1,502,0.287
159,14,1950.52,27958.9,541,0.287
159,15,2082.56,29851.7,579,0.287
159,16,2245.83,32192.1,618,0.287
159,17,2372.12,34002.3,657,0.287
159,18,2537.01,36365.9,695,0.287
159,19,2613.39,37460.6,734,0.287
159,20,2798.76,40117.8,772,0.287
159,21,2946.22,42231.5,811,0.287
159,22,3073.06,44049.7,850,0.287
159,23,3217.32,46117.4,888,0.287
159,24,3315.04,47518.2,927,0.287
159,25,3513.4,50361.5,966,0.287
159,26,3662.24,52495.0,1004,0.287
159,27,3797.73,54437.1,1043,0.287
159,28,3954.19,56679.9,1081,0.287
159,29,4069.18,58328.2,1120,0.287
160,0,14.36,123.9,0,0.217
160,1,100.02,863.3,81,0.217
160,2,211.3,1823.8,162,0.217
160,3,238.7,2060.3,243,0.217
160,4,354.54,3060.2,324,0.217
160,5,524.3,4525.4,405,0.217
160,6,498.22,4300.3,487,0.217
160,7,663.16,5724.0,568,0.217
160,8,797.87,6886.7,649,0.217
160,9,855.24,7381.9,730,0.217
160,10,941.23,8124.1,811,0.217
160,11,1052.6,9085.3,892,0.217
160,12,1133.46,9783.3,973,0.217
160,13,1240.32,10705.6,1054,0.217
160,14,1314.23,11343.6,1135,0.217
160,15,1463.33,12630.5,1216,0.217
160,16,1568.11,13534.8,1298,0.217
160,17,1616.75,13954.7,1379,0.217
160,18,1674.49,14453.1,1460,0.217
160,19,1795.71,15499.3,1541,0.217
160,20,1901.24,16410.2,1622,0.217
160,21,2017.27,17411.7,1703,0.217
160,22,2067.2,17842.7,1784,0.217
160,23,2169.7,18727.4,1865,0.217
160,24,2303.43,19881.7,1946,0.217
160,25,2411.62,20815.5,2027,0.217
160,26,2460.14,21234.3,2108,0.217
160,27,2534.13,21872.9,2190,0.217
160,28,2767.99,23891.4,2271,0.217
160,29,2788.3,24066.8,2352,0.217
161,0,0.0,0.0,0,0.296
161,1,159.38,2143.2,5,0.296
161,2,262.88,3535.0,9,0.296
161,3,425.94,5727.6,14,0.296
161,4,538.01,7234.7,18,0.296
161,5,669.27,8999.8,23,0.296
161,6,796.43,10709.7,27,0.296
161,7,889.73,11964.3,32,0.296
161,8,1124.6,15122.6,36,0.296
161,9,1171.52,15753.5,41,0.296
161,10,1292.27,17377.3,45,0.296
161,11,1459.99,19632.6,50,0.296
161,12,1570.84,21123.2,54,0.296
161,13,1731.44,23282.8,59,0.296
161,14,1886.93,25373.7,63,0.296
161,15,2029.47,27290.4,68,0.296
161,16,2157.36,29010.2,72,0.296
161,17,2257.05,30350.8,77,0.296
161,18,2401.02,32286.7,81,0.296
161,19,2545.07,34223.8,86,0.296
161,20,2613.41,35142.7,90,0.296
161,21,2816.57,37874.6,95,0.296
161,22,2889.04,38849.1,99,0.296
161,23,3127.27,42052.7,104,0.296
161,24,3187.23,42859.0,108,0.296
161,25,3327.13,44740.2,113,0.296
161,26,3442.89,46296.9,117,0.296
161,27,3580.39,48145.9,122,0.296
161,28,3800.82,51110.0,126,0.296
161,29,3894.12,52364.5,131,0.296
162,0,0.0,0.0,0,0.287
162,1,132.92,1220.7,107,0.287
162,2,211.38,1941.3,214,0.287
162,3,254.94,2341.3,321,0.287
162,4,360.37,3309.6,428,0.287
162,5,438.51,4027.2,535,0.287
162,6,585.93,5381.1,642,0.287
162,7,590.66,5424.5,749,0.287
162,8,706.72,6490.4,856,0.287
162,9,777.29,7138.5,964,0.287
162,10,834.93,7667.9,1071,0.287
162,11,1031.46,9472.8,1178,0.287
162,12,1018.06,9349.7,1285,0.287
162,13,1147.9,10542.1,1392,0.287
162,14,1176.87,10808.2,1499,0.287
162,15,1304.91,11984.1,1606,0.287
162,16,1417.33,13016.6,1713,0.287
162,17,1467.73,13479.4,1820,0.287
162,18,1597.86,14674.5,1927,0.287
162,19,1659.98,15245.0,2034,0.287
162,20,1790.65,16445.0,2141,0.287
162,21,1884.49,17306.8,2248,0.287
162,22,1913.83,17576.3,2355,0.287
162,23,2021.52,18565.3,2462,0.287
162,24,2112.52,19401.0,2569,0.287
162,25,2213.39,20327.4,2677,0.287
162,26,2283.03,20967.0,2784,0.287
162,27,2376.1,21821.7,2891,0.287
162,28,2450.88,22508.5,2998,0.287
162,29,2549.43,23413.6,3105,0.287
163,0,38.94,366.4,0,0.251
163,1,83.0,781.0,41,0.251
163,2,148.28,1395.1,81,0.251
163,3,212.56,1999.9,122,0.251
163,4,249.88,2351.0,162,0.251
163,5,327.68,3083.0,203,0.251
163,6,349.18,3285.3,243,0.251
163,7,483.42,4548.3,284,0.251
163,8,425.49,4003.3,324,0.251
163,9,569.99,5362.8,365,0.251
163,10,670.45,6308.0,405,0.251
163,11,658.93,6199.6,446,0.251
163,12,775.46,7296.0,486,0.251
163,13,806.67,7589.6,527,0.251
163,14,879.65,8276.2,567,0.251
163,15,982.72,9245.9,608,0.251
163,16,1023.9,9633.4,648,0.251
163,17,1020.55,9601.9,689,0.251
163,18,1115.91,10499.1,729,0.251
163,19,1238.09,11648.6,770,0.251
163,20,1285.92,12098.6,810,0.251
163,21,1388.52,13063.9,851,0.251
163,22,1450.17,13644.0,892,0.251
163,23,1453.05,13671.1,932,0.251
163,24,1602.04,15072.8,973,0.251
163,25,1591.3,14971.8,1013,0.251
163,26,1625.3,15291.8,1054,0.251
163,27,1698.8,15983.2,1094,0.251
163,28,1713.73,16123.7,1135,0.251
163,29,1893.26,17812.9,1175,0.251
164,0,47.84,542.7,0,0.272
164,1,91.28,1035.4,165,0.272
164,2,236.66,2684.3,330,0.272
164,3,368.11,4175.3,495,0.272
164,4,458.18,5196.9,659,0.272
164,5,556.09,6307.4,824,0.272
164,6,724.18,8214.0,989,0.272
164,7,842.61,9557.2,1154,0.272
164,8,962.34,10915.2,1319,0.272
164,9,1102.42,12504.1,1484,0.272
164,10,1260.37,14295.7,1649,0.272
164,11,1330.14,15087.0,1813,0.272
164,12,1466.1,16629.1,1978,0.272
164,13,1604.54,18199.4,2143,0.272
164,14,1721.1,19521.5,2308,0.272
164,15,1807.8,20504.8,2473,0.272
164,16,1950.87,22127.6,2638,0.272
164,17,2086.15,23662.0,2802,0.272
164,18,2157.62,24472.7,2967,0.272
164,19,2351.13,26667.5,3132,0.272
164,20,2477.92,28105.6,3297,0.272
164,21,2535.04,28753.5,3462,0.272
164,22,2684.28,30446.2,3627,0.272
164,23,2819.49,31979.8,3792,0.272
164,24,2905.6,32956.5,3956,0.272
164,25,3058.16,34687.0,4121,0.272
164,26,3170.36,35959.6,4286,0.272
164,27,3243.17,36785.5,4451,0.272
164,28,3422.73,38822.1,4616,0.272
164,29,3497.7,39672.5,4781,0.272
165,0,28.18,359.1,0,0.105
165,1,148.97,1898.6,235,0.105
165,2,333.37,4248.8,469,0.105
165,3,548.48,6990.3,704,0.105
165,4,691.31,8810.6,938,0.105
165,5,813.14,10363.3,1173,0.105
165,6,984.18,12543.2,1408,0.105
165,7,1165.76,14857.3,1642,0.105
165,8,1364.68,17392.6,1877,0.105
165,9,1532.7,19533.9,2111,0.105
165,10,1665.76,21229.7,2346,0.105
165,11,1825.14,23261.0,2581,0.105
165,12,2037.71,25970.2,2815,0.105
165,13,2192.91,27948.2,3050,0.105
165,14,2432.19,30997.7,3284,0.105
165,15,2537.68,32342.1,3519,0.105
165,16,2760.11,35177.0,3754,0.105
165,17,2839.68,36191.1,3988,0.105
165,18,2996.7,38192.3,4223,0.105
165,19,3179.4,40520.7,4458,0.105
165,20,3417.78,43558.9,4692,0.105
165,21,3603.9,45930.8,4927,0.105
165,22,3696.85,47115.6,5161,0.105
165,23,3875.61,49393.7,5396,0.105
165,24,4023.46,51278.1,5631,0.105
165,25,4173.29,53187.6,5865,0.105
165,26,4418.29,56310.1,6100,0.105
165,27,4572.54,58275.9,6334,0.105
165,28,4735.26,60349.9,6569,0.105
165,29,4862.05,61965.8,6804,0.105
166,0,49.2,262.6,0,0.178
166,1,62.22,332.1,302,0.178
166,2,170.66,911.0,604,0.178
166,3,188.34,1005.3,906,0.178
166,4,303.58,1620.5,1208,0.178
166,5,395.36,2110.4,1510,0.178
166,6,473.76,2528.9,1812,0.178
166,7,545.91,2914.0,2114,0.178
166,8,633.43,3381.2,2416,0.178
166,9,662.0,3533.7,2718,0.178
166,10,779.16,4159.1,3020,0.178
166,11,853.98,4558.5,3322,0.178
166,12,934.84,4990.1,3624,0.178
166,13,1007.39,5377.3,3926,0.178
166,14,1044.34,5574.6,4228,0.178
166,15,1120.33,5980.2,4530,0.178
166,16,1170.76,6249.4,4832,0.178
166,17,1339.04,7147.6,5134,0.178
166,18,1416.67,7562.0,5436,0.178
166,19,1494.47,7977.3,5738,0.178
166,20,1555.69,8304.1,6040,0.178
166,21,1559.82,8326.1,6342,0.178
166,22,1670.33,8916.1,6644,0.178
166,23,1783.57,9520.5,6946,0.178
166,24,1859.85,9927.7,7248,0.178
166,25,1926.42,10283.0,7550,0.178
166,26,2021.5,10790.5,7852,0.178
166,27,2088.1,11146.1,8154,0.178
166,28,2168.7,11576.3,8456,0.178
166,29,2223.23,11867.4,8758,0.178
167,0,29.46,322.0,0,0.259
167,1,85.14,930.7,259,0.259
167,2,156.21,1707.6,518,0.259
167,3,271.06,2963.2,778,0.259
167,4,381.81,4173.7,1037,0.259
167,5,520.14,5686.0,1296,0.259
167,6,587.12,6418.1,1555,0.259
167,7,680.87,7443.0,1815,0.259
167,8,747.06,8166.5,2074,0.259
167,9,906.15,9905.6,2333,0.259
167,10,961.09,10506.2,2592,0.259
167,11,1075.71,11759.2,2851,0.259
167,12,1221.18,13349.4,3111,0.259
167,13,1290.1,14102.9,3370,0.259
167,14,1324.06,14474.0,3629,0.259
167,15,1417.89,15499.7,3888,0.259
167,16,1567.11,17130.9,4147,0.259
167,17,1630.72,17826.3,4407,0.259
167,18,1784.62,19508.7,4666,0.259
167,19,1864.5,20381.9,4925,0.259
167,20,1966.26,21494.3,5184,0.259
167,21,2038.16,22280.2,5444,0.259
167,22,2209.67,24155.1,5703,0.259
167,23,2340.77,25588.2,5962,0.259
167,24,2345.2,25636.7,6221,0.259
167,25,2462.21,26915.8,6480,0.259
167,26,2552.61,27904.0,6740,0.259
167,27,2639.96,28858.9,6999,0.259
167,28,2720.85,29743.2,7258,0.259
167,29,2811.33,30732.2,7517,0.259
168,0,0.0,0.0,0,0.102
168,1,139.61,958.7,324,0.102
168,2,239.31,1643.4,648,0.102
168,3,305.0,2094.5,972,0.102
168,4,523.14,3592.6,1295,0.102
168,5,636.09,4368.3,1619,0.102
168,6,805.09,5528.8,1943,0.102
168,7,903.33,6203.5,2267,0.102
168,8,975.23,6697.2,2591,0.102
168,9,1080.15,7417.7,2915,0.102
168,10,1252.9,8604.1,3239,0.102
168,11,1383.18,9498.8,3562,0.102
168,12,1557.68,10697.1,3886,0.102
168,13,1656.56,11376.2,4210,0.102
168,14,1818.29,12486.8,4534,0.102
168,15,1871.98,12855.5,4858,0.102
168,16,2068.13,14202.6,5182,0.102
168,17,2188.25,15027.5,5506,0.102
168,18,2233.53,15338.4,5830,0.102
168,19,2461.2,16901.9,6153,0.102
168,20,2551.77,17523.9,6477,0.102
168,21,2688.18,18460.6,6801,0.102
168,22,2777.92,19076.9,7125,0.102
168,23,2969.57,20393.0,7449,0.102
168,24,3023.19,20761.2,7773,0.102
168,25,3211.17,22052.2,8097,0.102
168,26,3338.28,22925.1,8420,0.102
168,27,3411.88,23430.5,8744,0.102
168,28,3628.06,24915.1,9068,0.102
168,29,3702.95,25429.4,9392,0.102
169,0,19.62,165.9,0,0.108
169,1,63.36,536.0,22,0.108
169,2,281.88,2384.5,44,0.108
169,3,290.78,2459.9,66,0.108
169,4,467.44,3954.3,87,0.108
169,5,516.02,4365.3,109,0.108
169,6,636.47,5384.2,131,0.108
169,7,787.88,6665.0,153,0.108
169,8,904.21,7649.2,175,0.108
169,9,944.42,7989.3,197,0.108
169,10,1124.45,9512.3,218,0.108
169,11,1232.26,10424.3,240,0.108
169,12,1281.94,10844.6,262,0.108
169,13,1467.21,12411.9,284,0.108
169,14,1484.72,12560.0,306,0.108
169,15,1618.86,13694.7,328,0.108
169,16,1761.14,14898.4,350,0.108
169,17,1830.34,15483.7,371,0.108
169,18,1973.03,16690.9,393,0.108
169,19,2081.52,17608.6,415,0.108
169,20,2177.85,18423.5,437,0.108
169,21,2317.61,19605.8,459,0.108
169,22,2394.96,20260.2,481,0.108
169,23,2517.93,21300.4,503,0.108
169,24,2654.55,22456.2,524,0.108
169,25,2753.05,23289.4,546,0.108
169,26,2862.09,24211.8,568,0.108
169,27,2913.2,24644.2,590,0.108
169,28,3072.6,25992.6,612,0.108
169,29,3139.67,26560.0,634,0.108
170,0,0.0,0.0,0,0.313
170,1,148.67,1260.6,8,0.313
170,2,274.51,2327.7,15,0.313
170,3,476.17,4037.8,23,0.313
170,4,627.71,5322.8,30,0.313
170,5,697.01,5910.4,38,0.313
170,6,880.06,7462.6,46,0.313
170,7,1011.93,8580.8,53,0.313
170,8,1192.66,10113.4,61,0.313
170,9,1371.01,11625.8,68,0.313
170,10,1500.91,12727.2,76,0.313
170,11,1641.3,13917.7,84,0.313
170,12,1848.82,15677.4,91,0.313
170,13,1891.48,16039.2,99,0.313
170,14,2148.55,18219.1,106,0.313
170,15,2245.94,19044.8,114,0.313
170,16,2410.74,20442.3,122,0.313
170,17,2548.08,21606.9,129,0.313
170,18,2761.0,23412.4,137,0.313
170,19,2828.61,23985.7,145,0.313
170,20,3016.7,25580.7,152,0.313
170,21,3182.99,26990.8,160,0.313
170,22,3269.66,27725.7,167,0.313
170,23,3441.21,29180.4,175,0.313
170,24,3615.18,30655.6,183,0.313
170,25,3743.84,31746.6,190,0.313
170,26,3896.79,33043.6,198,0.313
170,27,4061.58,34440.9,205,0.313
170,28,4242.38,35974.1,213,0.313
170,29,4363.43,37000.5,221,0.313
171,0,32.35,313.5,0,0.271
171,1,109.62,1062.3,229,0.271
171,2,241.54,2340.7,458,0.271
171,3,476.44,4617.0,688,0.271
171,4,538.46,5218.0,917,0.271
171,5,658.43,6380.5,1146,0.271
171,6,785.04,7607.5,1375,0.271
171,7,1009.11,9778.9,1605,0.271
171,8,1106.17,10719.4,1834,0.271
171,9,1248.35,12097.2,2063,0.271
171,10,1390.73,13477.0,2292,0.271
171,11,1565.45,15170.1,2521,0.271
171,12,1669.22,16175.8,2751,0.271
171,13,1884.48,18261.8,2980,0.271
171,14,1957.72,18971.5,3209,0.271
171,15,2125.11,20593.6,3438,0.271
171,16,2256.97,21871.4,3667,0.271
171,17,2371.27,22979.0,3897,0.271
171,18,2494.3,24171.3,4126,0.271
171,19,2661.42,25790.8,4355,0.271
171,20,2806.32,27194.9,4584,0.271
171,21,2913.39,28232.5,4814,0.271
171,22,3075.11,29799.6,5043,0.271
171,23,3246.75,31463.0,5272,0.271
171,24,3411.32,33057.7,5501,0.271
171,25,3514.4,34056.6,5730,0.271
171,26,3684.2,35702.1,5960,0.271
171,27,3748.99,36330.0,6189,0.271
171,28,3928.48,38069.3,6418,0.271
171,29,4087.13,39606.7,6647,0.271
172,0,0.0,0.0,0,0.166
172,1,27.96,233.2,102,0.166
172,2,137.18,1144.3,204,0.166
172,3,98.32,820.1,307,0.166
172,4,129.86,1083.2,409,0.166
172,5,258.46,2155.9,511,0.166
172,6,291.05,2427.7,613,0.166
172,7,310.63,2591.1,716,0.166
172,8,338.82,2826.2,818,0.166
172,9,369.56,3082.6,920,0.166
172,10,433.7,3617.6,1022,0.166
172,11,515.16,4297.1,1124,0.166
172,12,517.44,4316.2,1227,0.166
172,13,617.82,5153.4,1329,0.166
172,14,568.39,4741.2,1431,0.166
172,15,637.27,5315.7,1533,0.166
172,16,669.19,5581.9,1636,0.166
172,17,690.35,5758.5,1738,0.166
172,18,760.84,6346.4,1840,0.166
172,19,820.47,6843.8,1942,0.166
172,20,866.2,7225.3,2045,0.166
172,21,958.11,7992.0,2147,0.166
172,22,949.46,7919.8,2249,0.166
172,23,1012.55,8446.1,2351,0.166
172,24,1022.55,8529.5,2453,0.166
172,25,1113.44,9287.6,2556,0.166
172,26,1177.57,9822.5,2658,0.166
172,27,1164.07,9710.0,2760,0.166
172,28,1160.89,9683.4,2862,0.166
172,29,1216.72,10149.1,2965,0.166
173,0,8.46,51.4,0,0.272
173,1,185.89,1129.0,90,0.272
173,2,365.34,2219.0,180,0.272
173,3,530.39,3221.4,270,0.272
173,4,688.99,4184.7,360,0.272
173,5,841.89,5113.3,450,0.272
173,6,1045.21,6348.2,540,0.272
173,7,1261.02,7659.0,630,0.272
173,8,1408.17,8552.7,720,0.272
173,9,1565.81,9510.1,810,0.272
173,10,1752.85,10646.1,900,0.272
173,11,1883.02,11436.8,990,0.272
173,12,2051.1,12457.6,1080,0.272
173,13,2216.11,13459.8,1170,0.272
173,14,2406.99,14619.1,1260,0.272
173,15,2570.28,15610.9,1350,0.272
173,16,2791.38,16953.8,1440,0.272
173,17,2913.07,17692.9,1530,0.272
173,18,3075.45,18679.1,1620,0.272
173,19,3330.0,20225.1,1710,0.272
173,20,3430.38,20834.8,1800,0.272
173,21,3620.72,21990.9,1890,0.272
173,22,3801.85,23091.0,1980,0.272
173,23,3926.41,23847.5,2070,0.272
173,24,4169.77,25325.6,2160,0.272
173,25,4324.01,26262.4,2250,0.272
173,26,4523.85,27476.1,2340,0.272
173,27,4628.92,28114.2,2430,0.272
173,28,4824.46,29301.9,2520,0.272
173,29,4994.87,30336.9,2610,0.272
174,0,7.92,51.1,0,0.298
174,1,94.62,610.9,116,0.298
174,2,279.85,1806.8,233,0.298
174,3,371.99,2401.7,349,0.298
174,4,563.8,3640.1,466,0.298
174,5,627.45,4051.0,582,0.298
174,6,774.03,4997.3,698,0.298
174,7,992.39,6407.2,815,0.298
174,8,1089.69,7035.4,931,0.298
174,9,1214.73,7842.6,1048,0.298
174,10,1420.75,9172.8,1164,0.298
174,11,1530.72,9882.7,1280,0.298
174,12,1685.31,10880.9,1397,0.298
174,13,1792.42,11572.4,1513,0.298
174,14,2016.06,13016.3,1630,0.298
174,15,2055.8,13272.8,1746,0.298
174,16,2264.53,14620.5,1863,0.298
174,17,2348.62,15163.4,1979,0.298
174,18,2439.09,15747.5,2095,0.298
174,19,2641.47,17054.1,2212,0.298
174,20,2774.69,17914.2,2328,0.298
174,21,2871.97,18542.3,2445,0.298
174,22,3014.11,19459.9,2561,0.298
174,23,3179.29,20526.4,2677,0.298
174,24,3328.79,21491.6,2794,0.298
174,25,3382.44,21838.0,2910,0.298
174,26,3626.42,23413.2,3027,0.298
