scenario_id,step,u_displacement,K_stiffness,G_ratio,f_over_f0
156,6,0.06078,1.509193,0.910027,0.928558
156,7,0.06793,1.4834,0.898486,0.920909
156,8,0.073671,1.457856,0.889254,0.909526
156,9,0.088196,1.414992,0.866134,0.894339
156,10,0.095186,1.414791,0.855161,0.89291
156,11,0.114201,1.328916,0.82594,0.882696
156,12,0.121236,1.349033,0.815386,0.872352
156,13,0.125126,1.330158,0.809612,0.858231
156,14,0.146718,1.271499,0.778416,0.845448
156,15,0.14844,1.280166,0.775992,0.848134
156,16,0.172672,1.21471,0.742882,0.832663
156,17,0.176772,1.21088,0.737467,0.830595
156,18,0.183776,1.194994,0.72834,0.814654
156,19,0.195188,1.180406,0.713802,0.811261
156,20,0.21529,1.133069,0.68918,0.793955
156,21,0.229364,1.083092,0.672673,0.781939
156,22,0.242083,1.065467,0.658257,0.773761
156,23,0.265145,1.02825,0.633287,0.759101
156,24,0.262176,1.049432,0.636419,0.765907
156,25,0.27952,1.020824,0.618453,0.742032
156,26,0.300055,0.998306,0.598187,0.739021
156,27,0.31818,0.944277,0.581159,0.733594
156,28,0.316612,0.968842,0.582601,0.733595
156,29,0.354447,0.88425,0.54934,0.707941
157,0,0.0,4.965019,1.0,0.990041
157,1,0.007604,4.938447,0.992391,0.987921
157,2,0.010801,4.918668,0.988452,0.982449
157,3,0.021996,4.816658,0.973304,0.960557
157,4,0.026642,4.804155,0.966633,0.95675
157,5,0.03062,4.71066,0.960806,0.946545
157,6,0.038544,4.751601,0.948975,0.934453
157,7,0.047479,4.655089,0.935407,0.925877
157,8,0.056302,4.592986,0.921894,0.91842
157,9,0.064956,4.497878,0.90861,0.903404
157,10,0.076656,4.40712,0.890713,0.89077
157,11,0.085127,4.38065,0.877853,0.882854
157,12,0.092762,4.36913,0.866364,0.881012
157,13,0.109202,4.121686,0.842027,0.857899
157,14,0.126487,3.997803,0.817137,0.839702
157,15,0.136275,3.998761,0.803391,0.848582
157,16,0.154506,3.851753,0.778502,0.822458
157,17,0.172166,3.754065,0.7553,0.812581
157,18,0.178248,3.709901,0.747518,0.812862
157,19,0.205539,3.566013,0.713914,0.781908
157,20,0.225912,3.416447,0.690201,0.767764
157,21,0.266503,3.169509,0.64629,0.745937
157,22,0.265392,3.188574,0.647436,0.754018
157,23,0.304823,3.016473,0.608629,0.725826
157,24,0.314748,2.93833,0.599434,0.719643
157,25,0.343559,2.84814,0.573955,0.702255
157,26,0.380474,2.700993,0.543771,0.687178
157,27,0.402423,2.606894,0.527031,0.680856
157,28,0.440701,2.486258,0.499798,0.670389
157,29,0.463826,2.366105,0.48446,0.644616
158,0,0.0,4.825071,1.0,0.992979
158,1,0.005369,4.77898,0.992346,0.975257
158,2,0.009721,4.838279,0.984517,0.957747
158,3,0.015708,4.848246,0.972791,0.930418
158,4,0.018832,4.666332,0.966395,0.926998
158,5,0.027813,4.604402,0.947399,0.910838
158,6,0.033053,4.528435,0.936067,0.900929
158,7,0.038318,4.514143,0.924597,0.887012
158,8,0.045482,4.400985,0.908944,0.871908
158,9,0.049038,4.402548,0.901186,0.874875
158,10,0.060842,4.293994,0.875628,0.854613
158,11,0.065636,4.164073,0.865372,0.828305
158,12,0.071787,4.1635,0.85235,0.827104
158,13,0.079812,3.997691,0.835619,0.819499
158,14,0.088783,3.97127,0.817301,0.811128
158,15,0.101446,3.84666,0.792189,0.786632
158,16,0.109703,3.773115,0.776306,0.777196
158,17,0.120516,3.671894,0.756109,0.766002
158,18,0.130889,3.574359,0.737377,0.757072
158,19,0.139749,3.507272,0.721875,0.736331
158,20,0.147383,3.461544,0.708882,0.725443
158,21,0.16452,3.325894,0.680911,0.725776
158,22,0.175619,3.236717,0.663654,0.704113
158,23,0.195499,3.072526,0.634352,0.702406
158,24,0.205948,3.051689,0.619741,0.678543
158,25,0.227312,2.92526,0.591462,0.665217
158,26,0.242487,2.753478,0.572599,0.656312
158,27,0.255353,2.719603,0.557352,0.634648
158,28,0.268219,2.631649,0.542753,0.649832
158,29,0.29486,2.529322,0.514446,0.616561
159,0,0.005585,1.4589,0.994612,0.983003
159,1,0.01351,1.445171,0.984604,0.970267
159,2,0.044221,1.384428,0.939073,0.949458
159,3,0.059164,1.33939,0.915745,0.932361
159,4,0.075857,1.327069,0.889697,0.907521
159,5,0.101916,1.253048,0.849832,0.881402
159,6,0.11963,1.219477,0.823607,0.876971
159,7,0.137972,1.16712,0.797348,0.850462
159,8,0.156133,1.131579,0.772311,0.828827
159,9,0.175201,1.104863,0.747087,0.820821
159,10,0.19142,1.073334,0.726492,0.805406
159,11,0.216647,1.00828,0.696004,0.797993
159,12,0.23143,0.997339,0.678988,0.774203
159,13,0.25369,0.964708,0.65451,0.75987
159,14,0.2774,0.922824,0.629881,0.746253
159,15,0.29796,0.897762,0.609666,0.728917
159,16,0.324179,0.857921,0.585333,0.718334
159,17,0.353873,0.802481,0.559599,0.693968
159,18,0.378912,0.780766,0.539293,0.684283
159,19,0.382705,0.794449,0.536322,0.684634
159,20,0.420873,0.743212,0.507866,0.6694
159,21,0.449173,0.717755,0.488345,0.647312
159,22,0.473188,0.693485,0.472744,0.636148
159,23,0.507439,0.657463,0.451901,0.632285
159,24,0.523308,0.646499,0.442766,0.61487
159,25,0.561674,0.621006,0.421933,0.602184
159,26,0.593571,0.597951,0.405855,0.599031
159,27,0.611711,0.595402,0.397175,0.58423
159,28,0.667834,0.543474,0.372248,0.563979
159,29,0.681742,0.546613,0.366486,0.559371
160,0,0.000719,4.015991,0.999388,0.987281
160,1,0.004938,4.048083,0.993851,0.983644
160,2,0.010445,3.999729,0.985025,0.966086
160,3,0.011888,3.97759,0.982552,0.967375
160,4,0.017663,3.940559,0.972234,0.952995
160,5,0.026569,3.848693,0.955464,0.940826
160,6,0.025003,3.920083,0.958464,0.945429
160,7,0.034562,3.777733,0.939928,0.916522
160,8,0.041693,3.764846,0.925889,0.912863
160,9,0.045015,3.754485,0.919324,0.909558
160,10,0.050554,3.732901,0.908374,0.895193
160,11,0.057532,3.661406,0.894615,0.893181
160,12,0.063988,3.595348,0.881963,0.876995
160,13,0.072309,3.487049,0.865815,0.871109
160,14,0.079053,3.429873,0.852889,0.860094
160,15,0.091778,3.32182,0.828968,0.847855
160,16,0.100009,3.258115,0.813858,0.838164
160,17,0.104751,3.264053,0.805289,0.831759
160,18,0.112731,3.183264,0.791101,0.820792
160,19,0.122061,3.178565,0.774894,0.810337
160,20,0.137532,3.018111,0.748937,0.800483
160,21,0.14726,2.974716,0.733204,0.789562
160,22,0.156387,2.906035,0.718853,0.77782
160,23,0.173567,2.769115,0.692898,0.768006
160,24,0.188739,2.749806,0.671096,0.750739
160,25,0.201967,2.664867,0.652911,0.749629
160,26,0.210074,2.623865,0.642132,0.747966
160,27,0.225006,2.54018,0.622984,0.73075
160,28,0.264671,2.317991,0.57625,0.702867
160,29,0.275763,2.269872,0.564178,0.692627
161,0,0.0,1.876215,1.0,0.986921
161,1,0.016752,1.856351,0.978783,0.961114
161,2,0.028036,1.802499,0.961342,0.951122
161,3,0.044995,1.761111,0.933757,0.933333
161,4,0.058051,1.694726,0.912148,0.926847
161,5,0.071499,1.680454,0.88994,0.906454
161,6,0.08645,1.60989,0.865561,0.885341
161,7,0.095925,1.592102,0.850364,0.867673
161,8,0.122665,1.505172,0.808826,0.863644
161,9,0.126319,1.513761,0.80332,0.848826
161,10,0.139769,1.476477,0.783429,0.83762
161,11,0.163829,1.37895,0.749352,0.80997
161,12,0.171178,1.399207,0.739333,0.804165
161,13,0.188461,1.370028,0.716482,0.788976
161,14,0.214703,1.272382,0.683659,0.770918
161,15,0.232518,1.236052,0.662619,0.766521
161,16,0.245736,1.224617,0.647629,0.741254
161,17,0.262534,1.176207,0.629317,0.735123
161,18,0.284274,1.133293,0.606786,0.722891
161,19,0.298239,1.12855,0.592974,0.71138
161,20,0.319056,1.056282,0.573294,0.703851
161,21,0.351323,1.009541,0.544804,0.672077
161,22,0.356274,1.014006,0.540637,0.686968
161,23,0.405685,0.922002,0.501763,0.645393
161,24,0.408774,0.92945,0.499488,0.644718
161,25,0.434226,0.895664,0.481375,0.635503
161,26,0.450663,0.886778,0.470256,0.626868
161,27,0.481662,0.847124,0.450427,0.618122
161,28,0.540694,0.764601,0.416374,0.593582
161,29,0.550827,0.762277,0.410969,0.588247
162,0,0.0,2.53592,1.0,0.982396
162,1,0.010506,2.516871,0.987779,0.976926
162,2,0.016834,2.471672,0.978681,0.967993
162,3,0.019881,2.498616,0.974091,0.966315
162,4,0.028585,2.435654,0.960502,0.950349
162,5,0.034363,2.443257,0.951212,0.942422
162,6,0.046283,2.379036,0.931688,0.936547
162,7,0.047299,2.351714,0.930012,0.916973
162,8,0.05542,2.373008,0.916576,0.911179
162,9,0.061383,2.348142,0.906708,0.899685
162,10,0.066591,2.300011,0.898107,0.906643
162,11,0.08407,2.215027,0.869513,0.890241
162,12,0.08392,2.197499,0.869756,0.888071
162,13,0.094165,2.202233,0.853283,0.872961
162,14,0.096498,2.187254,0.849568,0.868725
162,15,0.111336,2.092798,0.826293,0.850965
162,16,0.122194,2.053345,0.809678,0.847209
162,17,0.126589,2.060008,0.803057,0.832649
162,18,0.14307,1.965302,0.778792,0.818615
162,19,0.149555,1.952636,0.769492,0.816673
162,20,0.165955,1.886648,0.746605,0.815333
162,21,0.176755,1.850412,0.732027,0.794595
162,22,0.179674,1.845981,0.728153,0.792644
162,23,0.19384,1.828816,0.709758,0.785602
162,24,0.20957,1.731275,0.690098,0.776871
162,25,0.218617,1.741751,0.679148,0.7718
162,26,0.232156,1.697971,0.663237,0.750889
162,27,0.245842,1.669987,0.647717,0.746385
162,28,0.257156,1.626436,0.635301,0.740886
162,29,0.279531,1.556351,0.611805,0.726985
163,0,0.001903,4.091071,0.998288,0.991811
163,1,0.003964,4.155507,0.995881,0.983748
163,2,0.007142,4.117781,0.991685,0.970907
163,3,0.010388,4.058058,0.987026,0.969185
163,4,0.011985,4.10527,0.984636,0.961932
163,5,0.01593,4.024982,0.978516,0.953666
163,6,0.016965,4.036165,0.976869,0.941686
163,7,0.023718,3.966398,0.965813,0.93879
163,8,0.020547,4.033642,0.971066,0.940157
163,9,0.028046,3.920978,0.958511,0.921896
163,10,0.032986,3.913636,0.950041,0.918356
163,11,0.032366,3.904053,0.951111,0.922956
163,12,0.038003,3.899623,0.941331,0.910486
163,13,0.039612,3.892826,0.938522,0.904294
163,14,0.044139,3.802529,0.930589,0.906305
163,15,0.048728,3.827135,0.92252,0.891195
163,16,0.052092,3.731244,0.916597,0.880701
163,17,0.050104,3.884962,0.920097,0.885734
163,18,0.056341,3.737046,0.909115,0.888182
163,19,0.063027,3.746629,0.897369,0.878078
163,20,0.06598,3.693767,0.892196,0.872857
163,21,0.071735,3.653687,0.882157,0.871687
163,22,0.076272,3.570241,0.874289,0.86256
163,23,0.074931,3.652502,0.87661,0.860719
163,24,0.085374,3.549488,0.858653,0.85664
163,25,0.084173,3.572951,0.860703,0.850586
163,26,0.086326,3.537844,0.857031,0.852943
163,27,0.09117,3.511667,0.848814,0.842115
163,28,0.093414,3.460499,0.84503,0.838307
163,29,0.104888,3.407381,0.82594,0.829239
164,0,0.004959,1.908712,0.991902,0.975534
164,1,0.009472,1.885312,0.982561,0.955724
164,2,0.024334,1.834018,0.947809,0.927248
164,3,0.037957,1.772982,0.914177,0.90304
164,4,0.047423,1.725635,0.890764,0.882292
164,5,0.058084,1.66932,0.864739,0.853544
164,6,0.075491,1.598002,0.823563,0.820292
164,7,0.088754,1.537172,0.793548,0.812019
164,8,0.102114,1.478999,0.76462,0.790168
164,9,0.117902,1.4172,0.732169,0.759968
164,10,0.135403,1.365514,0.698377,0.745655
164,11,0.146467,1.294689,0.67816,0.730359
164,12,0.162326,1.253343,0.650664,0.707433
164,13,0.181073,1.202719,0.620296,0.698719
164,14,0.198388,1.129999,0.594166,0.677686
164,15,0.206282,1.141832,0.582828,0.659213
164,16,0.228777,1.070095,0.552355,0.639624
164,17,0.246768,1.033588,0.529801,0.618907
164,18,0.258802,1.007404,0.515548,0.621713
164,19,0.297123,0.920031,0.474151,0.589758
164,20,0.329435,0.837703,0.443401,0.571766
164,21,0.327144,0.862099,0.445469,0.557171
164,22,0.360134,0.807905,0.417198,0.551371
164,23,0.394175,0.74756,0.391105,0.526848
164,24,0.417114,0.711808,0.375065,0.520315
164,25,0.437247,0.702573,0.361903,0.5095
164,26,0.476313,0.646026,0.338541,0.49005
164,27,0.47435,0.669875,0.339651,0.486456
164,28,0.531269,0.600325,0.309847,0.469681
164,29,0.555072,0.585038,0.298713,0.454244
165,0,0.001254,4.505073,0.999161,1.0
165,1,0.006543,4.513813,0.993942,0.984428
165,2,0.014847,4.437552,0.983968,0.978085
165,3,0.024297,4.422648,0.971418,0.963731
165,4,0.031572,4.244564,0.961271,0.958725
165,5,0.036397,4.34009,0.954394,0.945582
165,6,0.044602,4.276764,0.942518,0.937671
165,7,0.054393,4.177231,0.92817,0.9429
165,8,0.064776,4.09791,0.912876,0.925276
165,9,0.073921,4.04197,0.899421,0.91358
165,10,0.079627,4.027752,0.891057,0.90797
165,11,0.088824,4.004018,0.877656,0.897745
165,12,0.105306,3.828706,0.853979,0.882276
165,13,0.116529,3.713692,0.838164,0.876453
165,14,0.128655,3.7944,0.821398,0.858206
165,15,0.139207,3.662379,0.807096,0.861257
165,16,0.158811,3.507807,0.781281,0.839269
165,17,0.163779,3.53434,0.774898,0.838043
165,18,0.176664,3.451518,0.758653,0.832263
165,19,0.1959,3.330291,0.735222,0.813028
165,20,0.222692,3.159079,0.704217,0.7886
165,21,0.239833,3.109802,0.685351,0.787337
165,22,0.248964,3.078423,0.675602,0.783769
165,23,0.279178,2.856335,0.644783,0.747218
165,24,0.290211,2.864412,0.63406,0.749452
165,25,0.312186,2.773606,0.613509,0.738878
165,26,0.343888,2.646828,0.585654,0.718728
165,27,0.363357,2.568323,0.569532,0.703475
165,28,0.383132,2.526187,0.553878,0.69505
165,29,0.41216,2.393495,0.532133,0.67616
166,0,0.002048,4.816572,0.99776,0.999232
166,1,0.00257,4.828529,0.997062,0.989908
166,2,0.007096,4.771353,0.990129,0.975427
166,3,0.007921,4.707062,0.988752,0.959094
166,4,0.012548,4.744116,0.980624,0.947641
166,5,0.016345,4.710576,0.973581,0.939938
166,6,0.019798,4.651047,0.966976,0.922649
166,7,0.022675,4.634855,0.961362,0.910136
166,8,0.027135,4.452056,0.952513,0.901623
166,9,0.027106,4.654123,0.952571,0.900013
166,10,0.032152,4.590487,0.942408,0.885387
166,11,0.035979,4.451588,0.934631,0.883352
166,12,0.039265,4.449313,0.927924,0.866717
166,13,0.041455,4.52252,0.923445,0.865913
166,14,0.044068,4.380932,0.918094,0.863486
166,15,0.046442,4.429747,0.913234,0.856298
166,16,0.049126,4.360576,0.907741,0.846817
166,17,0.055939,4.332691,0.893832,0.845386
166,18,0.059523,4.281984,0.88655,0.836537
166,19,0.063461,4.229374,0.878585,0.819609
166,20,0.066057,4.232539,0.873359,0.82775
166,21,0.066331,4.192725,0.872809,0.82126
166,22,0.072351,4.081292,0.860781,0.813155
166,23,0.076893,4.073895,0.851792,0.806393
166,24,0.080934,4.031083,0.843864,0.800598
166,25,0.084497,3.975483,0.83693,0.801884
166,26,0.087403,4.028024,0.831317,0.799973
166,27,0.090665,3.976116,0.825061,0.794151
166,28,0.094341,3.963226,0.81807,0.793739
166,29,0.097259,3.943101,0.812565,0.788891
167,0,0.00176,3.342806,0.997876,0.972174
167,1,0.005101,3.313019,0.992427,0.962713
167,2,0.009513,3.239977,0.984138,0.959413
167,3,0.016178,3.245114,0.970418,0.930965
167,4,0.023014,3.183995,0.95554,0.908027
167,5,0.030862,3.186721,0.937937,0.913945
167,6,0.03555,3.083281,0.927294,0.894303
167,7,0.041272,3.051336,0.914258,0.877178
167,8,0.045801,3.002546,0.903941,0.864714
167,9,0.055685,2.932434,0.881565,0.855762
167,10,0.060007,2.898236,0.871873,0.845328
167,11,0.067632,2.830208,0.854965,0.831897
167,12,0.077219,2.778123,0.834105,0.815228
167,13,0.081685,2.75851,0.824558,0.801461
167,14,0.085329,2.704452,0.816852,0.800454
167,15,0.090756,2.700556,0.805523,0.797803
167,16,0.102237,2.619039,0.782149,0.775599
167,17,0.109748,2.528655,0.767305,0.770864
167,18,0.122328,2.44732,0.74325,0.75154
167,19,0.12748,2.450285,0.733691,0.750533
167,20,0.138006,2.362189,0.714681,0.730485
167,21,0.146434,2.302859,0.699957,0.726552
167,22,0.158813,2.296667,0.679115,0.716692
167,23,0.177201,2.139617,0.649818,0.693919
167,24,0.177111,2.128033,0.649957,0.69769
167,25,0.189263,2.083569,0.631631,0.68456
167,26,0.199473,2.055609,0.616842,0.675921
167,27,0.208969,2.008202,0.603569,0.664995
167,28,0.215578,2.0142,0.594595,0.667575
167,29,0.233484,1.884914,0.571321,0.644123
168,0,0.0,1.01191,1.0,0.98449
168,1,0.027322,0.956898,0.937292,0.939786
168,2,0.047465,0.887652,0.885109,0.910521
168,3,0.060083,0.86725,0.853063,0.891977
168,4,0.106422,0.738448,0.745132,0.824099
168,5,0.124786,0.726486,0.707193,0.784687
168,6,0.160845,0.65295,0.640419,0.751012
168,7,0.184532,0.603242,0.601645,0.719337
168,8,0.197189,0.592847,0.582421,0.716688
168,9,0.219105,0.563942,0.55138,0.694143
168,10,0.263784,0.494161,0.495889,0.653349
168,11,0.29317,0.465874,0.464263,0.62909
168,12,0.327748,0.441161,0.431194,0.608853
168,13,0.357183,0.410227,0.406082,0.580562
168,14,0.399825,0.379108,0.3739,0.567405
168,15,0.415637,0.366786,0.36307,0.554002
168,16,0.468385,0.336733,0.330608,0.522344
168,17,0.506043,0.314967,0.310403,0.507402
168,18,0.522199,0.305594,0.302389,0.501711
168,19,0.613381,0.260186,0.263264,0.46093
168,20,0.623007,0.263807,0.259656,0.467127
168,21,0.66817,0.247958,0.24384,0.454374
168,22,0.723496,0.225994,0.226671,0.433182
168,23,0.794653,0.207069,0.207547,0.418127
168,24,0.808055,0.207279,0.204266,0.423353
168,25,0.887715,0.18868,0.186537,0.381988
168,26,0.968473,0.169417,0.171199,0.374686
168,27,0.989495,0.167779,0.167574,0.363734
168,28,1.088809,0.1541,0.152168,0.360709
168,29,1.118583,0.15046,0.148038,0.348755
169,0,0.001909,2.04117,0.998353,0.982301
169,1,0.006172,2.039762,0.993299,0.978098
169,2,0.027703,1.958405,0.960723,0.966319
169,3,0.027989,2.000963,0.960256,0.958197
169,4,0.045689,1.917269,0.930648,0.941213
169,5,0.050977,1.882808,0.92167,0.938528
169,6,0.063912,1.828888,0.8997,0.9226
169,7,0.079495,1.7736,0.873479,0.908106
169,8,0.089538,1.794067,0.856843,0.890849
169,9,0.095367,1.739508,0.847306,0.873444
169,10,0.11663,1.666071,0.813377,0.866074
169,11,0.128353,1.632088,0.795299,0.851004
169,12,0.135403,1.603516,0.784655,0.851545
169,13,0.157499,1.545754,0.752429,0.820042
169,14,0.159245,1.542864,0.749956,0.830365
169,15,0.176658,1.493048,0.725886,0.813302
169,16,0.199165,1.413988,0.696344,0.796672
169,17,0.203775,1.432738,0.690507,0.794237
169,18,0.226056,1.356538,0.663285,0.774199
169,19,0.245798,1.308529,0.640491,0.758952
169,20,0.260674,1.27446,0.624099,0.755869
169,21,0.286847,1.214444,0.596805,0.736223
169,22,0.295622,1.212646,0.588074,0.730958
169,23,0.316551,1.178694,0.568056,0.71422
169,24,0.346169,1.105681,0.541553,0.698
169,25,0.371533,1.050554,0.520424,0.683193
169,26,0.390569,1.028799,0.505445,0.664347
169,27,0.401691,1.01757,0.497022,0.660451
169,28,0.440047,0.954067,0.469699,0.647863
169,29,0.453094,0.942347,0.460976,0.632938
170,0,0.0,3.242117,1.0,0.998513
170,1,0.00912,3.226959,0.989988,0.984444
170,2,0.017107,3.145012,0.978942,0.979003
170,3,0.029131,3.150634,0.960849,0.96697
170,4,0.038315,3.136674,0.946422,0.945906
170,5,0.042436,3.107807,0.939855,0.950086
170,6,0.055067,2.980327,0.919554,0.932747
170,7,0.062968,2.976092,0.906821,0.914516
170,8,0.074699,2.910876,0.887994,0.91145
170,9,0.087588,2.827038,0.867541,0.903095
170,10,0.097068,2.784861,0.852717,0.889442
170,11,0.106447,2.751498,0.838267,0.879703
170,12,0.121654,2.681599,0.815349,0.868837
170,13,0.127408,2.609071,0.806854,0.86015
170,14,0.146147,2.56153,0.779891,0.845312
170,15,0.152932,2.553436,0.770401,0.833895
170,16,0.169195,2.460889,0.74825,0.824698
170,17,0.180191,2.428856,0.733752,0.827819
170,18,0.20717,2.222455,0.699794,0.799112
170,19,0.207733,2.292743,0.69911,0.798428
170,20,0.228793,2.203723,0.674187,0.778852
170,21,0.243437,2.165946,0.657626,0.770093
170,22,0.25697,2.072204,0.642863,0.761499
170,23,0.276499,2.018941,0.622439,0.754412
170,24,0.29425,1.989259,0.604738,0.744919
170,25,0.320429,1.870974,0.580048,0.721238
170,26,0.334424,1.854599,0.567503,0.714998
170,27,0.360734,1.776702,0.545077,0.699382
170,28,0.385437,1.709194,0.525306,0.691311
170,29,0.403267,1.67794,0.511759,0.680655
171,0,0.001823,3.547959,0.997335,0.983899
171,1,0.006155,3.528897,0.988623,0.979098
171,2,0.013376,3.490612,0.971622,0.962027
171,3,0.026944,3.329051,0.936611,0.932585
171,4,0.029676,3.384639,0.929372,0.928252
171,5,0.037128,3.246062,0.909558,0.912626
171,6,0.043794,3.233834,0.891881,0.895969
171,7,0.057351,3.05432,0.856494,0.878835
171,8,0.061673,3.062953,0.845441,0.875922
171,9,0.072021,2.900877,0.819528,0.859702
171,10,0.077778,2.938566,0.805474,0.849376
171,11,0.088888,2.834821,0.779138,0.832033
171,12,0.096794,2.722766,0.76104,0.817754
171,13,0.111128,2.603171,0.729615,0.794248
171,14,0.114146,2.613771,0.723227,0.795162
171,15,0.128158,2.460638,0.694572,0.767054
171,16,0.135602,2.447243,0.680012,0.761947
171,17,0.145265,2.361565,0.661778,0.75943
171,18,0.154085,2.31729,0.645769,0.741423
171,19,0.16841,2.219722,0.621004,0.732036
171,20,0.180482,2.145823,0.601265,0.714409
171,21,0.18482,2.174895,0.594412,0.714145
171,22,0.200259,2.070275,0.571008,0.688459
171,23,0.219551,1.927359,0.543786,0.685782
171,24,0.235423,1.864845,0.522942,0.659759
171,25,0.243892,1.859032,0.512353,0.651353
171,26,0.258892,1.796054,0.494451,0.65192
171,27,0.274838,1.690627,0.476536,0.633846
171,28,0.288155,1.675122,0.462396,0.622459
171,29,0.308485,1.594817,0.442132,0.617973
172,0,0.0,3.09874,1.0,1.0
172,1,0.001771,3.14232,0.9984,0.989468
172,2,0.00869,3.122046,0.989306,0.981393
172,3,0.006213,3.138945,0.992825,0.984703
172,4,0.008339,3.086615,0.989818,0.969208
172,5,0.016428,3.064853,0.977317,0.971481
172,6,0.018527,3.058409,0.973888,0.957054
172,7,0.019816,3.054392,0.971755,0.950636
172,8,0.021545,3.045818,0.968865,0.956197
172,9,0.023402,3.047746,0.965727,0.950118
172,10,0.027379,3.039656,0.958917,0.932251
172,11,0.032145,3.057361,0.950623,0.934382
172,12,0.032374,3.028947,0.950222,0.927649
172,13,0.03876,3.00625,0.938951,0.929782
172,14,0.036453,2.965766,0.943038,0.934875
172,15,0.041067,2.924559,0.93485,0.923639
172,16,0.042406,2.970297,0.932465,0.914726
172,17,0.043841,2.938122,0.929907,0.920575
172,18,0.048276,2.934839,0.921984,0.91089
172,19,0.053066,2.861023,0.913418,0.905486
172,20,0.055348,2.892237,0.909339,0.901332
172,21,0.062099,2.830558,0.897291,0.896828
172,22,0.061687,2.824762,0.898023,0.896265
172,23,0.065604,2.805499,0.891056,0.880093
172,24,0.065766,2.828726,0.89077,0.891129
172,25,0.072129,2.800857,0.879511,0.884696
172,26,0.077045,2.741954,0.870871,0.882282
172,27,0.075485,2.770185,0.873606,0.871612
172,28,0.075501,2.770001,0.873578,0.883633
172,29,0.079561,2.758356,0.866473,0.877376
173,0,0.000756,2.22866,0.999258,0.992932
173,1,0.016535,2.182876,0.970806,0.958177
173,2,0.033345,2.054864,0.934775,0.933438
173,3,0.048112,2.021735,0.902253,0.905478
173,4,0.063907,1.918843,0.867821,0.890802
173,5,0.080195,1.820267,0.833326,0.863828
173,6,0.101396,1.734465,0.790494,0.836693
173,7,0.123248,1.662063,0.749079,0.802916
173,8,0.141461,1.594377,0.716734,0.78146
173,9,0.163816,1.485808,0.67967,0.750254
173,10,0.190281,1.40123,0.63935,0.729338
173,11,0.207792,1.350229,0.61465,0.715297
173,12,0.234221,1.270124,0.580111,0.692327
173,13,0.266581,1.174261,0.541884,0.668946
173,14,0.304133,1.085036,0.502447,0.646109
173,15,0.329657,1.052268,0.478285,0.620991
173,16,0.377755,0.969189,0.437738,0.598083
173,17,0.394271,0.945089,0.425142,0.589881
173,18,0.447115,0.846832,0.388735,0.564368
173,19,0.505578,0.771998,0.354321,0.534578
173,20,0.537204,0.7422,0.337846,0.519359
173,21,0.585078,0.696421,0.315323,0.494759
173,22,0.638436,0.653984,0.293161,0.482792
173,23,0.677137,0.620029,0.278744,0.467188
173,24,0.763969,0.551389,0.250587,0.450926
173,25,0.799974,0.532734,0.240352,0.43475
173,26,0.894979,0.474396,0.21663,0.410999
173,27,0.926174,0.463546,0.209734,0.412106
173,28,1.007395,0.42709,0.193504,0.385974
173,29,1.080004,0.404914,0.180803,0.375549
174,0,0.000481,3.271221,0.999697,1.0
174,1,0.005883,3.211401,0.99392,0.991238
174,2,0.017537,3.159696,0.977817,0.98334
174,3,0.023256,3.145179,0.96915,0.976665
174,4,0.036837,3.037304,0.947617,0.95236
174,5,0.040831,3.057421,0.941135,0.952955
174,6,0.052066,3.000255,0.922739,0.934512
174,7,0.070894,2.917526,0.891846,0.927985
174,8,0.079709,2.874807,0.877516,0.915469
174,9,0.092707,2.792171,0.856662,0.898963
174,10,0.118266,2.616663,0.816924,0.877502
174,11,0.135548,2.544697,0.791167,0.853445
174,12,0.155873,2.466542,0.762116,0.847994
174,13,0.166626,2.449188,0.7473,0.825527
174,14,0.20172,2.298627,0.701596,0.80488
174,15,0.215373,2.224528,0.684887,0.788535
174,16,0.246726,2.16203,0.648678,0.774582
174,17,0.26344,2.085222,0.63055,0.767164
174,18,0.282619,2.013175,0.610698,0.748124
174,19,0.34146,1.821763,0.555592,0.712487
174,20,0.370728,1.737304,0.531111,0.693883
174,21,0.3945,1.67522,0.512504,0.682121
174,22,0.436171,1.542374,0.482389,0.659452
174,23,0.468415,1.485509,0.461064,0.653809
174,24,0.530369,1.378533,0.424306,0.623089
174,25,0.556024,1.338429,0.410523,0.606834
174,26,0.623592,1.228234,0.377675,0.583818
174,27,0.646256,1.200414,0.36766,0.590146
174,28,0.716918,1.081307,0.339217,0.55408
174,29,0.787599,1.028914,0.314402,0.538998
175,0,0.0,2.831049,1.0,0.994098
175,1,0.013509,2.755492,0.975745,0.979426
175,2,0.022615,2.729611,0.955904,0.955951
175,3,0.033487,2.607087,0.931199,0.937455
175,4,0.044289,2.558222,0.906339,0.925177
175,5,0.057559,2.485561,0.876019,0.895506
175,6,0.068341,2.389584,0.851854,0.876164
175,7,0.081275,2.283637,0.823641,0.866713
175,8,0.098817,2.200871,0.786962,0.836661
175,9,0.110314,2.160123,0.76398,0.821857
175,10,0.127516,2.063638,0.731204,0.79321
175,11,0.148456,1.962806,0.693872,0.772471
175,12,0.161698,1.887824,0.671671,0.764502
175,13,0.184372,1.775968,0.636055,0.740337
175,14,0.198381,1.743754,0.615479,0.73112
175,15,0.224876,1.636325,0.579316,0.698677
175,16,0.24886,1.564406,0.549428,0.682849
175,17,0.277495,1.451552,0.516909,0.661468
